14;14;{"question":"Сколько было лет легендарному голкиперу Дино Дзоффу, когда он выиграл чемпионат мира в 1982 году?", "rightAnswer":"40 лет", wrongAnswer: ["36 лет","38 лет","42 года"], "answerText":"Дино Дзофф выиграл чемпионат мира в возрасте 40 лет.", "wrongAnswerPatterns":["* (тридц* шест*/тридц* восем*/сорок* дв*/36/38/42/(не/или) (40/сорок*)) [лет] *"], "rightAnswerPatterns":["* (40/сорок*) *"], "answerIsNumber":"40"}
15;15;{"question":"Первоначально чемпионат мира 1986 года должен был проводится не в Мексике, а где?", "rightAnswer":"Колумбия", wrongAnswer: ["Парагвай","Чили","Аргентина"], "answerText":"Первоначально чемпионат мира 1986 года должен был проводится в Колумбии.", "wrongAnswerPatterns":["* (парагва*/чили*/аргенти*/(не/или) колумб*) *"], "rightAnswerPatterns":["* колумб* *"]}
16;16;{"question":"Кто установил рекорд результативности на чемпионате мира 1994, забив 5 голов в ворота Камеруна?", "rightAnswer":"Олег Саленко", wrongAnswer: ["Христо Стоичков","Ромарио","Роберто Баджо"], "answerText":"Этот рекорд принадлежит Олегу Саленко.", "wrongAnswerPatterns":["* ((христо [стоичков]/[христо] стоичков)/ромарио/(роберто [Баджо]/[роберто] баджо/(или/не) ({[олег*] саленко}/олег) )) *"], "rightAnswerPatterns":["* ({[олег*] саленко}/олег) *"]}
17;17;{"question":"Кто стал лучшим игроком чемпионата мира по футболу 2002 года?", "rightAnswer":"Оливер Кан", wrongAnswer: ["Михаэль Баллак","Роналдо","Кафу"], "answerText":"Лучшим игроком чемпионата мира 2002 года стал – Оливер Кан", "wrongAnswerPatterns":["* ({[миха*] баллак}/михаэль/роналдо/кафу/(не/или) ({[оливер] кан} | оливер)) *"], "rightAnswerPatterns":["* ({[оливер] кан} | оливер) *"]}
18;18;{"question":"Матч между какими сборными стал известен как «Битва при Нюрнберге» из-за того, что во время игры было показано 16 желтых карточек?", "rightAnswer":"Португалия – Нидерланды", wrongAnswer: ["Германия – Португалия","Испания – Франция","Германия – Италия"], "answerText":"16 желтых карточек получили игроки на матче Португалия – Нидерланды.", "wrongAnswerPatterns":["* ({герман* * португал*}/{испан* * франц*}/{герман* * итал*}) *"], "rightAnswerPatterns":["* {португал* * (нидерлан*/голланд*)} *"]}
19;19;{"question":"Сборная какой страны не проиграла ни один матч на чемпионате мира 2010 года?", "rightAnswer":"Новая Зеландия", wrongAnswer: ["Словакия","Испания","Германия"], "answerText":"Сборная Новой Зеландии сыграла три матча вничью и не вышла из группы.", "wrongAnswerPatterns":["* (словак*/испан*/$quizGermany) *"], "rightAnswerPatterns":["* ([новая] зеландия/новозеланд*) *"]}
20;20;{"question":"Назовите чемпиона мира по футболу 2014 года.", "rightAnswer":"Германия", wrongAnswer: ["Аргентина","Нидерланды","Бразилия"], "answerText":"Чемпионом мира 2014 года по футболу является Германия.", "wrongAnswerPatterns":["* ($quizArgentina/нидерла*/голланд*/$quizBrazil/(не/или) $quizGermany) *"], "rightAnswerPatterns":["* $quizGermany *"]}
21;21;{"question":"Какая страна выиграла чемпионат мира по футболу в 2010 году?", "rightAnswer":"Испания", wrongAnswer: ["Германия","Нидерланды","Уругвай"], "answerText":"Чемпионат мира по футболу 2010 года выиграла Испания.", "wrongAnswerPatterns":["* (герман*/немцы/нидерла*/голланд*/$quizUruguay/(не/или) испан* ) *"], "rightAnswerPatterns":["* испан* *"]}
22;22;{"question":"Какая страна выиграла чемпионат мира по футболу в 2006 году?", "rightAnswer":"Италия", wrongAnswer: ["Франция","Германия","Португалия"], "answerText":"Чемпионат мира по футболу 2006 года выиграла Италия.", "wrongAnswerPatterns":["* ($quizGermany/франц*/португал*/(не/или) итал* ) *"], "rightAnswerPatterns":["* итал* *"]}
23;23;{"question":"Какая страна выиграла чемпионат мира по футболу в 2002 году?", "rightAnswer":"Бразилия", wrongAnswer: ["Германия","Турция","Англия"], "answerText":"Чемпионат мира по футболу 2002 года выиграла Бразилия.", "wrongAnswerPatterns":["* (герман*/немцы/нидерла*/турки/турци*/$quizEngland/(не/или) $quizBrazil ) *"], "rightAnswerPatterns":["* $quizBrazil *"]}
24;24;{"question":"Какая страна выиграла чемпионат мира по футболу в 1994 году?", "rightAnswer":"Бразилия", wrongAnswer: ["Италия","Швеция","Франция"], "answerText":"Чемпионат мира по футболу 1994 года выиграла Бразилия.", "wrongAnswerPatterns":["* (итал*/швеци*/швед*/франц*/(не/или) $quizBrazil ) *"], "rightAnswerPatterns":["* $quizBrazil *"]}
25;25;{"question":"В какой стране проходил чемпионат мира по футболу 1994 года?", "rightAnswer":"США", wrongAnswer: ["Мексика","Аргентина","Италия"], "answerText":"Чемпионат мира по футболу 1994 года был проведен в США.", "wrongAnswerPatterns":["* (мексик*/аргентин*/итал*/(не/или) [в] (сша/соединенны*/америк*/штат*) ) *"], "rightAnswerPatterns":["* (сша/соединенны*/америк*/штат*) *"]}
26;26;{"question":"Где проходил чемпионат мира по футболу 2002 года?", "rightAnswer":"В Японии и Южной Корее", wrongAnswer: ["Во Франции","В Китае","В Австралии и Новой Зеландии"], "answerText":"Чемпионат мира по футболу 2002 года был проведен в Японии и Южной Корее.", "wrongAnswerPatterns":["* (франц*/кита*/кнр/{австрали* * (нов* зеланди*)}/(не/или) [в] {япон* * ([южной] коре*)} ) *"], "rightAnswerPatterns":["* {япон* * ([южной] коре*)} *"]}
27;27;{"question":"Сколько раз сборная Германии играла в финале чемпионатов мира?", "rightAnswer":"8 раз", wrongAnswer: ["7 раз","6 раз","9 раз"], "answerText":"Сборная Германии 8 раз была в финале чемпионатов мира.", "wrongAnswerPatterns":["* (6/7/9/шест*/седьм*/сем*/девят*/(не/или) (восм*/восем*/8)) [раз]  *"], "rightAnswerPatterns":["* (восм*/восем*/8) [раз] *"], "answerIsNumber":"8"}
